STORE_ID,LATITUDE,LONGITUDE,DAYS_OPEN,ITEM_AVAILABILITY,ZONE,BOOKMARKS
6840,34.1032172,-118.3302139,7.0,308.0,LOS ANGELES,
6887,34.1602884,-118.5108822,7.0,69.0,LOS ANGELES,
767,42.3386237,-71.1072353,7.0,152.0,BOSTON (MANCHESTER),
12454,33.7977104,-112.1188133,7.0,67.0,PHOENIX (PRESCOTT),
8085,34.16919719,-118.5378556,7.0,280.0,LOS ANGELES,
9727,26.963869,-82.074739,7.0,19.0,FT. MYERS-NAPLES,
798,32.9685044,-80.1677233,7.0,130.0,"CHARLESTON, SC",
6876,34.1228366,-117.3207878,7.0,37.0,LOS ANGELES,
12312,33.07300564,-112.0448467,7.0,,PHOENIX (PRESCOTT),
2617,27.1392995,-80.2095604,7.0,86.0,WEST PALM BEACH-FT. PIERCE,
11535,42.60180495,-71.3476146,7.0,49.0,BOSTON (MANCHESTER),
11022,33.50968203,-112.0644428,7.0,70.0,PHOENIX (PRESCOTT),
3950,27.520556,-80.3977433,7.0,21.0,WEST PALM BEACH-FT. PIERCE,
10286,33.57954553,-112.2906438,7.0,14.0,PHOENIX (PRESCOTT),
2640,27.2441702,-80.8293881,7.0,23.0,WEST PALM BEACH-FT. PIERCE,
13903,41.23545856,-75.86482411,7.0,331.0,WILKES BARRE-SCRANTON,
6716,33.7815122,-117.9919837,7.0,56.0,LOS ANGELES,
6733,36.3241154,-119.2764759,7.0,80.0,FRESNO-VISALIA,
4193,26.8075081,-80.0843096,7.0,81.0,WEST PALM BEACH-FT. PIERCE,
6711,33.8741554,-118.3507605,7.0,68.0,LOS ANGELES,
13006,33.74172964,-112.3231741,7.0,116.0,PHOENIX (PRESCOTT),
12451,33.9415752,-118.0473093,7.0,89.0,LOS ANGELES,
11165,33.74232398,-111.8449973,7.0,16.0,PHOENIX (PRESCOTT),
2525,42.8756903,-71.9606029,7.0,10.0,BOSTON (MANCHESTER),
3359,32.824371,-79.8399597,7.0,151.0,"CHARLESTON, SC",
6842,34.0427798,-118.3101498,7.0,118.0,LOS ANGELES,
5322,33.7159839,-117.9896046,7.0,173.0,LOS ANGELES,
15752,42.39295568,-71.09248885,7.0,100.0,BOSTON (MANCHESTER),
12819,26.75378924,-80.93657256,7.0,31.0,FT. MYERS-NAPLES,
10234,33.5099503,-112.1347997,7.0,39.0,PHOENIX (PRESCOTT),
10673,26.60249508,-81.64429185,7.0,39.0,FT. MYERS-NAPLES,
1679,42.2453421,-70.9356395,7.0,19.0,BOSTON (MANCHESTER),
5806,26.9583944,-80.0855316,7.0,23.0,WEST PALM BEACH-FT. PIERCE,
7524,42.2767053,-71.6960525,7.0,83.0,BOSTON (MANCHESTER),
6978,34.1401385,-117.9550568,7.0,44.0,LOS ANGELES,
1138,32.7835113,-79.93634,7.0,48.0,"CHARLESTON, SC",
1537,41.0503812,-76.2446079,7.0,24.0,WILKES BARRE-SCRANTON,
1539,42.1709369,-70.8783736,7.0,15.0,BOSTON (MANCHESTER),
8093,42.32111362,-71.39541979,7.0,81.0,BOSTON (MANCHESTER),
5817,26.6687403,-81.9405752,7.0,78.0,FT. MYERS-NAPLES,
14040,33.66962659,-117.785566,7.0,115.0,LOS ANGELES,
14822,42.31301407,-71.27340216,7.0,169.0,BOSTON (MANCHESTER),
6942,33.9355741,-117.3871233,7.0,139.0,LOS ANGELES,
6896,34.1381283,-118.1021178,7.0,85.0,LOS ANGELES,
7185,33.9529936,-118.1876892,7.0,161.0,LOS ANGELES,
1250,42.2209156,-70.8004661,7.0,69.0,BOSTON (MANCHESTER),
7073,38.0011244,-121.2884751,7.0,59.0,SACRAMNTO-STKTON-MODESTO,
12254,34.12078868,-117.3145031,7.0,37.0,LOS ANGELES,
8293,26.1567126,-81.72113727,7.0,59.0,FT. MYERS-NAPLES,
6934,34.1078816,-117.8557816,7.0,68.0,LOS ANGELES,
1243,42.6551054,-71.1391886,7.0,63.0,BOSTON (MANCHESTER),
9266,26.70853543,-80.15063663,7.0,275.0,WEST PALM BEACH-FT. PIERCE,
3227,26.4089397,-80.1453879,7.0,52.0,WEST PALM BEACH-FT. PIERCE,
6692,34.5489968,-112.4789707,7.0,44.0,PHOENIX (PRESCOTT),
14740,26.71565325,-80.12409375,7.0,100.0,WEST PALM BEACH-FT. PIERCE,
10506,34.227542,-119.177318,7.0,106.0,LOS ANGELES,
7817,26.51332346,-80.0587085,7.0,152.0,WEST PALM BEACH-FT. PIERCE,
2673,27.2453525,-80.2355547,7.0,60.0,WEST PALM BEACH-FT. PIERCE,
5250,34.1234888,-118.2202245,7.0,83.0,LOS ANGELES,
7671,29.6490253,-82.3386614,7.0,80.0,GAINESVILLE,
6412,33.5721665,-117.7256115,7.0,617.0,LOS ANGELES,
10088,31.324199,-89.328499,7.0,88.0,HATTIESBURG-LAUREL,
422,42.405665,-71.0831576,7.0,200.0,BOSTON (MANCHESTER),
11971,33.88887825,-117.3249377,7.0,102.0,LOS ANGELES,
10653,38.74431947,-121.2244093,7.0,437.0,SACRAMNTO-STKTON-MODESTO,
10514,26.650799,-81.974499,7.0,78.0,FT. MYERS-NAPLES,
6959,34.0458616,-118.465912,7.0,191.0,LOS ANGELES,
6414,34.0179344,-118.1990791,7.0,86.0,LOS ANGELES,
3138,37.7739463,-120.8314997,7.0,57.0,SACRAMNTO-STKTON-MODESTO,
2770,39.9064088,-82.0193248,7.0,82.0,ZANESVILLE,
2668,26.3628749,-80.0996705,7.0,90.0,WEST PALM BEACH-FT. PIERCE,
11522,36.83777991,-119.8270964,7.0,78.0,FRESNO-VISALIA,
14378,34.03349432,-118.4498096,7.0,88.0,LOS ANGELES,
11147,33.37709868,-112.0653414,7.0,97.0,PHOENIX (PRESCOTT),
10285,34.72925898,-112.0099376,7.0,35.0,PHOENIX (PRESCOTT),
12306,34.469742,-117.364985,7.0,130.0,LOS ANGELES,
6636,38.1294875,-121.2743322,7.0,55.0,SACRAMNTO-STKTON-MODESTO,
6577,33.84724,-117.53959,7.0,85.0,LOS ANGELES,
10224,26.45832231,-80.1218016,7.0,111.0,WEST PALM BEACH-FT. PIERCE,
896,42.2255726,-71.0036473,7.0,277.0,BOSTON (MANCHESTER),
12002,34.18717327,-118.4216411,7.0,120.0,LOS ANGELES,
6605,33.4807996,-112.0296589,7.0,36455.0,PHOENIX (PRESCOTT),
4477,42.7918827,-71.1863409,7.0,82.0,BOSTON (MANCHESTER),
4186,33.6247035,-112.3931507,7.0,53.0,PHOENIX (PRESCOTT),
12219,34.07771301,-118.2575495,7.0,263.0,LOS ANGELES,
6713,33.9777631,-118.3736785,7.0,149.0,LOS ANGELES,
2500,33.7307824,-116.9711688,7.0,54.0,LOS ANGELES,
5731,36.146977,-82.8481599,7.0,26.0,"TRI-CITIES, TN-VA",
14601,34.03446054,-117.3146735,7.0,161.0,LOS ANGELES,
2780,26.4370008,-82.0778659,7.0,54.0,FT. MYERS-NAPLES,
383,33.9009564,-118.3924396,7.0,934.0,LOS ANGELES,
436,41.6680629,-70.2979817,7.0,42.0,BOSTON (MANCHESTER),
8693,26.62784949,-80.0572853,7.0,95.0,WEST PALM BEACH-FT. PIERCE,
425,33.4080795,-111.9096776,7.0,158.0,PHOENIX (PRESCOTT),
12159,36.614656,-82.173429,7.0,21.0,"TRI-CITIES, TN-VA",
6665,33.6550293,-112.4035676,7.0,53.0,PHOENIX (PRESCOTT),
2287,42.5966812,-71.5609432,7.0,21.0,BOSTON (MANCHESTER),
6762,38.0828943,-120.5600557,7.0,8.0,SACRAMNTO-STKTON-MODESTO,
1714,40.9538309,-75.9812471,7.0,38.0,WILKES BARRE-SCRANTON,
837,42.7257127,-71.184676,7.0,129.0,BOSTON (MANCHESTER),
1838,33.7423941,-116.2157416,7.0,72.0,LOS ANGELES,
1297,42.6757741,-71.1285586,7.0,64.0,BOSTON (MANCHESTER),
9692,33.72262781,-116.3907324,7.0,1542.0,LOS ANGELES,
7087,39.1465851,-121.6462243,7.0,58.0,SACRAMNTO-STKTON-MODESTO,
15468,33.58284498,-112.0136009,7.0,40.0,PHOENIX (PRESCOTT),
15601,42.33602475,-71.0365349,7.0,233.0,BOSTON (MANCHESTER),
912,42.1853277,-71.8577707,7.0,30.0,BOSTON (MANCHESTER),
12286,41.33211733,-75.95577419,7.0,73.0,WILKES BARRE-SCRANTON,
10714,34.24822262,-118.4481709,7.0,226.0,LOS ANGELES,
10085,33.801989,-116.45862,7.0,109.0,LOS ANGELES,
6455,26.2744506,-81.688351,7.0,79.0,FT. MYERS-NAPLES,
11520,30.30111977,-93.19425044,7.0,41.0,LAKE CHARLES,
11615,31.877608,-106.42214,7.0,125.0,EL PASO (LAS CRUCES),
7088,36.8381859,-119.6904512,7.0,95.0,FRESNO-VISALIA,
15785,42.5198017,-71.10152338,7.0,54.0,BOSTON (MANCHESTER),
12900,42.88456926,-71.32468366,7.0,96.0,BOSTON (MANCHESTER),
6854,34.2204451,-118.587612,7.0,533.0,LOS ANGELES,
1675,42.3831554,-71.1813343,7.0,52.0,BOSTON (MANCHESTER),
15137,26.61860238,-80.14609158,7.0,161.0,WEST PALM BEACH-FT. PIERCE,
3191,33.9887682,-118.2571391,7.0,93.0,LOS ANGELES,
8091,42.2813624,-71.37648106,7.0,985.0,BOSTON (MANCHESTER),
6434,33.9736244,-118.2330176,7.0,1399.0,LOS ANGELES,
13858,42.58137377,-71.11289706,7.0,29.0,BOSTON (MANCHESTER),
3030,36.4188675,-82.9925729,7.0,28.0,"TRI-CITIES, TN-VA",
8982,42.08882344,-71.04484517,7.0,214.0,BOSTON (MANCHESTER),
15346,36.63933145,-82.57919684,7.0,9.0,"TRI-CITIES, TN-VA",
6917,34.4051253,-118.4669613,7.0,99.0,LOS ANGELES,
8117,33.57346815,-111.8624911,7.0,50.0,PHOENIX (PRESCOTT),
8096,34.47169127,-117.2415816,7.0,71.0,LOS ANGELES,
6547,33.5708899,-117.2350009,7.0,184.0,LOS ANGELES,
10084,34.120473,-117.194676,7.0,112.0,LOS ANGELES,
8771,26.78304486,-80.05557863,7.0,113.0,WEST PALM BEACH-FT. PIERCE,
6393,33.6851578,-117.9894674,7.0,215.0,LOS ANGELES,
12904,33.93431777,-118.1241838,7.0,103.0,LOS ANGELES,
483,42.5811179,-71.2876529,7.0,85.0,BOSTON (MANCHESTER),
14354,31.99820874,-106.587271,7.0,14.0,EL PASO (LAS CRUCES),
3974,26.2443961,-81.7699453,7.0,61.0,FT. MYERS-NAPLES,
11616,42.12067335,-70.91564265,7.0,45.0,BOSTON (MANCHESTER),
1245,33.789027,-118.320716,7.0,74.0,LOS ANGELES,
911,42.2503021,-71.7796051,7.0,90.0,BOSTON (MANCHESTER),
1126,42.4833838,-71.1863469,7.0,651.0,BOSTON (MANCHESTER),
8450,42.34879312,-71.08268043,7.0,129.0,BOSTON (MANCHESTER),
12016,41.261679,-75.8967,7.0,65.0,WILKES BARRE-SCRANTON,
6688,33.6742826,-111.97447,7.0,63.0,PHOENIX (PRESCOTT),
11159,37.3609854,-120.5946793,7.0,71.0,FRESNO-VISALIA,
9337,29.65246107,-82.31037368,7.0,22.0,GAINESVILLE,
12250,33.37689211,-112.1690538,7.0,416.0,PHOENIX (PRESCOTT),
6679,33.391214,-112.072564,7.0,97.0,PHOENIX (PRESCOTT),
9396,33.71509697,-118.023509,7.0,173.0,LOS ANGELES,
3985,26.5293959,-80.0586875,7.0,152.0,WEST PALM BEACH-FT. PIERCE,
644,42.3540986,-71.0592945,7.0,22.0,BOSTON (MANCHESTER),
12973,36.54534521,-119.3960722,7.0,350.0,FRESNO-VISALIA,
7509,42.8329274,-71.6446418,7.0,23.0,BOSTON (MANCHESTER),
6667,35.0191455,-114.5973441,7.0,23.0,PHOENIX (PRESCOTT),
10921,34.12797765,-116.3952894,7.0,49.0,LOS ANGELES,
6927,33.7809534,-117.8682679,7.0,3120.0,LOS ANGELES,
13824,31.65104467,-106.2677952,7.0,50.0,EL PASO (LAS CRUCES),
14620,34.0480756,-118.2504132,7.0,66.0,LOS ANGELES,
13238,43.22330741,-77.65959602,7.0,66.0,"ROCHESTER, NY",
15886,42.56692808,-77.71470432,7.0,6.0,"ROCHESTER, NY",
14330,33.37839127,-111.6008159,7.0,84.0,PHOENIX (PRESCOTT),
11564,33.983007,-118.098214,7.0,151.0,LOS ANGELES,
8095,42.40996412,-71.14871323,7.0,65.0,BOSTON (MANCHESTER),
6654,34.1771233,-119.2149151,7.0,135.0,LOS ANGELES,
10449,33.87217884,-118.0816218,7.0,200.0,LOS ANGELES,
9890,38.47488559,-121.451328,7.0,139.0,SACRAMNTO-STKTON-MODESTO,
6528,38.4095456,-121.3540306,7.0,111.0,SACRAMNTO-STKTON-MODESTO,
3850,33.3930712,-111.7371986,7.0,66.0,PHOENIX (PRESCOTT),
6666,37.6480331,-121.0321346,7.0,58.0,SACRAMNTO-STKTON-MODESTO,
6883,34.0884515,-117.9579379,7.0,131.0,LOS ANGELES,
6100,33.3061257,-111.7563424,7.0,,PHOENIX (PRESCOTT),
7448,43.1855999,-70.8752616,7.0,65.0,BOSTON (MANCHESTER),
3848,34.2051167,-118.5353538,7.0,190.0,LOS ANGELES,
5281,34.475678,-114.346539,7.0,42.0,PHOENIX (PRESCOTT),
10509,33.65390685,-112.168231,7.0,3856.0,PHOENIX (PRESCOTT),
8180,34.0116313,-118.1169662,7.0,1660.0,LOS ANGELES,
7356,34.0705221,-117.1394352,7.0,96.0,LOS ANGELES,
11034,31.78256805,-106.4066783,7.0,85.0,EL PASO (LAS CRUCES),
10453,41.601199,-93.559199,7.0,50.0,DES MOINES-AMES,
15114,33.80991316,-117.2248837,7.0,130.0,LOS ANGELES,
2518,34.5733844,-118.0440864,7.0,106.0,LOS ANGELES,
14476,34.52189078,-117.3298092,7.0,93.0,LOS ANGELES,
7479,33.6381168,-111.927377,7.0,114.0,PHOENIX (PRESCOTT),
10451,33.53705904,-112.2383998,7.0,33.0,PHOENIX (PRESCOTT),
2455,26.4531753,-80.1463067,7.0,58.0,WEST PALM BEACH-FT. PIERCE,
700,43.0469967,-71.4357805,7.0,30.0,BOSTON (MANCHESTER),
1124,41.6941821,-70.1505109,7.0,7.0,BOSTON (MANCHESTER),
1272,42.3428162,-71.1226725,7.0,87.0,BOSTON (MANCHESTER),
1544,41.0833375,-76.8618713,7.0,50.0,WILKES BARRE-SCRANTON,
15252,32.80477932,-79.88871241,7.0,151.0,"CHARLESTON, SC",
14125,37.76431987,-120.8532864,7.0,57.0,SACRAMNTO-STKTON-MODESTO,
1684,42.3314169,-71.1950724,7.0,24.0,BOSTON (MANCHESTER),
548,42.5244486,-71.1032127,7.0,54.0,BOSTON (MANCHESTER),
3798,38.5816423,-121.2834854,7.0,102.0,SACRAMNTO-STKTON-MODESTO,
9607,26.56235328,-82.00608269,7.0,91.0,FT. MYERS-NAPLES,
10123,33.7470527,-116.9580515,7.0,80.0,LOS ANGELES,
496,42.3786084,-71.2230379,7.0,30.0,BOSTON (MANCHESTER),
8314,33.543699,-111.905599,7.0,50.0,PHOENIX (PRESCOTT),
1937,42.1164834,-71.8643673,7.0,22.0,BOSTON (MANCHESTER),
1088,42.4322103,-71.4543792,7.0,270.0,BOSTON (MANCHESTER),
3259,38.3468312,-81.6231317,7.0,6.0,CHARLESTON-HUNTINGTON,
3101,42.3557327,-71.1501432,7.0,227.0,BOSTON (MANCHESTER),
4418,26.6300278,-81.940238,7.0,97.0,FT. MYERS-NAPLES,
14294,36.70605256,-119.5739474,7.0,319.0,FRESNO-VISALIA,
9094,33.75482644,-111.9904124,7.0,246.0,PHOENIX (PRESCOTT),
13918,36.31370758,-119.7814959,7.0,550.0,FRESNO-VISALIA,
4972,33.9962207,-118.4782553,7.0,805.0,LOS ANGELES,
11713,41.62819168,-93.61726618,7.0,30.0,DES MOINES-AMES,
11350,33.94602816,-118.3301911,7.0,71.0,LOS ANGELES,
5464,32.7911783,-79.9890759,7.0,100.0,"CHARLESTON, SC",
12347,42.40416248,-71.08075059,7.0,200.0,BOSTON (MANCHESTER),
9235,33.56803719,-112.1336215,7.0,72.0,PHOENIX (PRESCOTT),
6764,33.6228325,-117.6954576,7.0,1691.0,LOS ANGELES,
6923,34.1236109,-118.0565212,7.0,52.0,LOS ANGELES,
13076,36.80797194,-119.682648,7.0,95.0,FRESNO-VISALIA,
486,42.2528193,-70.9878363,7.0,226.0,BOSTON (MANCHESTER),
9344,26.62912665,-80.08816837,7.0,121.0,WEST PALM BEACH-FT. PIERCE,
6922,34.2294707,-118.9991628,7.0,57.0,LOS ANGELES,
9192,33.21857937,-111.7884772,7.0,81.0,PHOENIX (PRESCOTT),
1186,30.1692631,-93.2499556,7.0,118.0,LAKE CHARLES,
2569,31.3252049,-89.3282173,7.0,88.0,HATTIESBURG-LAUREL,
6847,34.2807819,-118.7411182,7.0,166.0,LOS ANGELES,
9696,33.63095318,-112.0290465,7.0,155.0,PHOENIX (PRESCOTT),
6410,33.8899484,-118.1430803,7.0,1164.0,LOS ANGELES,
7690,34.1832538,-118.7846657,7.0,203.0,LOS ANGELES,
7661,41.6640217,-70.2876622,7.0,42.0,BOSTON (MANCHESTER),
8815,43.30113023,-70.97182322,7.0,56.0,BOSTON (MANCHESTER),
8638,41.585499,-93.624799,7.0,39.0,DES MOINES-AMES,
8194,42.52499289,-70.92613985,7.0,137.0,BOSTON (MANCHESTER),
13210,30.22710403,-93.32486112,7.0,71.0,LAKE CHARLES,
12656,33.01273398,-80.23727048,7.0,128.0,"CHARLESTON, SC",
15855,42.31316978,-71.05669584,7.0,214.0,BOSTON (MANCHESTER),
1546,41.4180575,-75.6339959,7.0,23.0,WILKES BARRE-SCRANTON,
10225,26.51279963,-80.09090314,7.0,118.0,WEST PALM BEACH-FT. PIERCE,
3452,38.8447123,-82.2340935,7.0,27.0,CHARLESTON-HUNTINGTON,
1015,43.194588,-71.5289033,7.0,70.0,BOSTON (MANCHESTER),
13313,26.724862,-81.905533,7.0,42.0,FT. MYERS-NAPLES,
11172,33.59673148,-112.1533909,7.0,45.0,PHOENIX (PRESCOTT),
14307,27.30183498,-80.30539671,7.0,93.0,WEST PALM BEACH-FT. PIERCE,
5126,41.3783107,-75.6932768,7.0,1557.0,WILKES BARRE-SCRANTON,
11394,26.62265673,-81.94125571,7.0,97.0,FT. MYERS-NAPLES,
13212,43.0680498,-77.60914804,7.0,173.0,"ROCHESTER, NY",
1264,42.5429265,-71.7608958,7.0,82.0,BOSTON (MANCHESTER),
10204,26.75324949,-80.05660105,7.0,140.0,WEST PALM BEACH-FT. PIERCE,
14695,32.02861778,-102.0839427,7.0,122.0,ODESSA-MIDLAND,
10254,34.16540553,-117.2844311,7.0,158.0,LOS ANGELES,
5103,33.8476405,-118.1933559,7.0,244.0,LOS ANGELES,
11001,26.37372386,-81.80734956,7.0,25.0,FT. MYERS-NAPLES,
6381,33.964899,-118.3508518,7.0,123.0,LOS ANGELES,
14259,33.71587377,-118.0421353,7.0,99.0,LOS ANGELES,
1949,42.7212139,-70.9931763,7.0,15.0,BOSTON (MANCHESTER),
9437,37.31797158,-120.4676686,7.0,66.0,FRESNO-VISALIA,
11970,33.538804,-112.11602,7.0,72.0,PHOENIX (PRESCOTT),
3056,34.0685338,-118.3443245,7.0,232.0,LOS ANGELES,
13142,42.52418445,-71.75937088,7.0,82.0,BOSTON (MANCHESTER),
6778,33.7895539,-118.1750755,7.0,94.0,LOS ANGELES,
3337,27.1717531,-80.2917743,7.0,67.0,WEST PALM BEACH-FT. PIERCE,
6388,33.8579467,-118.1063242,7.0,69.0,LOS ANGELES,
11954,33.7006185,-116.2942487,7.0,76.0,LOS ANGELES,
15555,34.10186957,-118.3398829,7.0,308.0,LOS ANGELES,
426,36.0806644,-119.069675,7.0,97.0,FRESNO-VISALIA,
14227,33.60856403,-112.3584274,7.0,542.0,PHOENIX (PRESCOTT),
3220,34.0445669,-117.9631125,7.0,165.0,LOS ANGELES,
6899,39.1449971,-121.5923017,7.0,59.0,SACRAMNTO-STKTON-MODESTO,
9720,33.653331,-112.3702168,7.0,53.0,PHOENIX (PRESCOTT),
702,42.2751665,-71.6101798,7.0,38.0,BOSTON (MANCHESTER),
7729,31.7749618,-106.25272,7.0,194.0,EL PASO (LAS CRUCES),
6877,34.1110626,-118.1891516,7.0,152.0,LOS ANGELES,
729,42.3497068,-71.1068801,7.0,124.0,BOSTON (MANCHESTER),
2810,26.4948349,-81.9358349,7.0,94.0,FT. MYERS-NAPLES,
1308,42.3338168,-71.0761938,7.0,143.0,BOSTON (MANCHESTER),
6874,34.0702166,-118.3610785,7.0,232.0,LOS ANGELES,
352,34.0650084,-117.5819788,7.0,5049.0,LOS ANGELES,
3673,34.1058877,-117.806322,7.0,87.0,LOS ANGELES,
8250,37.73832321,-121.4504758,7.0,98.0,SACRAMNTO-STKTON-MODESTO,
6136,34.1218157,-117.2079596,7.0,112.0,LOS ANGELES,
13362,34.2784871,-118.8829607,7.0,70.0,LOS ANGELES,
10142,38.5479357,-121.4549783,7.0,40.0,SACRAMNTO-STKTON-MODESTO,
3839,42.6546334,-77.0565363,7.0,15.0,"ROCHESTER, NY",
13206,32.937901,-111.757544,7.0,,PHOENIX (PRESCOTT),
8338,42.37528646,-71.25063625,7.0,82.0,BOSTON (MANCHESTER),
11014,34.0626242,-118.347998,7.0,232.0,LOS ANGELES,
11812,33.50854165,-112.339193,7.0,167.0,PHOENIX (PRESCOTT),
1533,41.3374374,-75.9627435,7.0,73.0,WILKES BARRE-SCRANTON,
959,42.0763098,-72.0362147,7.0,35.0,BOSTON (MANCHESTER),
3573,26.3798812,-81.8087419,7.0,25.0,FT. MYERS-NAPLES,
12392,26.65064924,-80.21030262,7.0,243.0,WEST PALM BEACH-FT. PIERCE,
13389,43.21581712,-70.88188418,7.0,65.0,BOSTON (MANCHESTER),
2972,36.3046825,-82.3404841,7.0,67.0,"TRI-CITIES, TN-VA",
7127,38.6772869,-121.1978068,7.0,110.0,SACRAMNTO-STKTON-MODESTO,
6810,33.5156281,-117.7555708,7.0,65.0,LOS ANGELES,
952,43.1212025,-77.5922086,7.0,42.0,"ROCHESTER, NY",
586,42.1209301,-70.917109,7.0,45.0,BOSTON (MANCHESTER),
5852,26.6187029,-81.7690463,7.0,80.0,FT. MYERS-NAPLES,
8092,42.28104682,-71.23588599,7.0,25.0,BOSTON (MANCHESTER),
8871,33.69925667,-111.8893276,7.0,87.0,PHOENIX (PRESCOTT),
4413,33.4945647,-112.1004529,7.0,78.0,PHOENIX (PRESCOTT),
2868,36.8601536,-82.7836335,7.0,8.0,"TRI-CITIES, TN-VA",
1704,41.6847008,-69.9680743,7.0,10.0,BOSTON (MANCHESTER),
6950,34.0304673,-118.1235146,7.0,1660.0,LOS ANGELES,
6651,33.6090969,-111.7237839,7.0,49.0,PHOENIX (PRESCOTT),
7742,34.1207524,-117.4544458,7.0,283.0,LOS ANGELES,
1842,42.1914705,-71.1962327,7.0,83.0,BOSTON (MANCHESTER),
7529,42.3717189,-71.1568272,7.0,112.0,BOSTON (MANCHESTER),
10977,42.20220903,-70.9464279,7.0,276.0,BOSTON (MANCHESTER),
8225,42.48613504,-70.96011001,7.0,67.0,BOSTON (MANCHESTER),
6815,33.8737522,-117.8905708,7.0,111.0,LOS ANGELES,
14756,42.6636852,-71.30307326,7.0,49.0,BOSTON (MANCHESTER),
10324,33.83277715,-118.1159108,7.0,69.0,LOS ANGELES,
15187,26.3683976,-80.20082098,7.0,45.0,WEST PALM BEACH-FT. PIERCE,
11723,26.6973574,-81.89984653,7.0,42.0,FT. MYERS-NAPLES,
15656,32.78751918,-79.92877703,7.0,48.0,"CHARLESTON, SC",
11628,34.63138607,-118.2194371,7.0,180.0,LOS ANGELES,
10053,26.80704739,-80.05529604,7.0,174.0,WEST PALM BEACH-FT. PIERCE,
6157,34.1884956,-119.1766242,7.0,106.0,LOS ANGELES,
7226,41.0166674,-75.8977347,7.0,47.0,WILKES BARRE-SCRANTON,
4138,36.7348429,-119.7191194,7.0,135.0,FRESNO-VISALIA,
11709,34.19847507,-119.1955105,7.0,106.0,LOS ANGELES,
6721,38.6799855,-121.227574,7.0,810.0,SACRAMNTO-STKTON-MODESTO,
10369,33.93932616,-117.9688692,7.0,185.0,LOS ANGELES,
11771,34.49503905,-118.626298,7.0,456.0,LOS ANGELES,
7955,27.58774979,-80.43015251,7.0,37.0,WEST PALM BEACH-FT. PIERCE,
15460,38.796013,-121.327467,7.0,133.0,SACRAMNTO-STKTON-MODESTO,
13825,34.037319,-118.148111,7.0,1091.0,LOS ANGELES,
1548,41.2328481,-75.9198765,7.0,35.0,WILKES BARRE-SCRANTON,
6758,38.8774486,-121.2947327,7.0,96.0,SACRAMNTO-STKTON-MODESTO,
3272,34.5073524,-117.3474624,7.0,130.0,LOS ANGELES,
5318,33.3922429,-111.9258865,7.0,158.0,PHOENIX (PRESCOTT),
7541,33.712915,-112.1779513,7.0,44.0,PHOENIX (PRESCOTT),
182,33.3771987,-112.0467521,7.0,97.0,PHOENIX (PRESCOTT),
12022,26.33154136,-81.76314551,7.0,67.0,FT. MYERS-NAPLES,
9029,31.76770869,-106.2854734,7.0,218.0,EL PASO (LAS CRUCES),
13699,33.57721965,-117.7239154,7.0,617.0,LOS ANGELES,
6863,33.7151745,-116.2298156,7.0,107.0,LOS ANGELES,
13662,33.39349573,-111.8558494,7.0,95.0,PHOENIX (PRESCOTT),
431,42.2077091,-70.9564447,7.0,276.0,BOSTON (MANCHESTER),
1181,41.9924302,-76.5285825,7.0,17.0,WILKES BARRE-SCRANTON,
469,27.4703361,-80.3352799,7.0,13.0,WEST PALM BEACH-FT. PIERCE,
6567,38.6760064,-121.7846311,7.0,56.0,SACRAMNTO-STKTON-MODESTO,
6689,33.8662783,-112.1358957,7.0,88.0,PHOENIX (PRESCOTT),
2531,38.2157814,-122.1413398,7.0,93.0,SACRAMNTO-STKTON-MODESTO,
10131,42.50078803,-94.16257526,7.0,35.0,DES MOINES-AMES,
3640,27.0175711,-82.0518025,7.0,25.0,FT. MYERS-NAPLES,
11154,38.49630669,-121.4821029,7.0,75.0,SACRAMNTO-STKTON-MODESTO,
6855,34.0618316,-118.020713,7.0,103.0,LOS ANGELES,
3114,26.572632,-80.0888047,7.0,106.0,WEST PALM BEACH-FT. PIERCE,
1040,42.8637241,-71.4940315,7.0,67.0,BOSTON (MANCHESTER),
7101,38.4554458,-121.8236106,7.0,39.0,SACRAMNTO-STKTON-MODESTO,
6861,33.7422899,-116.3054543,7.0,51.0,LOS ANGELES,
10719,32.90934766,-111.7580105,7.0,,PHOENIX (PRESCOTT),
9343,26.9335234,-80.12579812,7.0,137.0,WEST PALM BEACH-FT. PIERCE,
4060,33.3358384,-111.8756294,7.0,99.0,PHOENIX (PRESCOTT),
7588,42.2278237,-71.522226,7.0,290.0,BOSTON (MANCHESTER),
9302,34.13994555,-117.9858489,7.0,95.0,LOS ANGELES,
6955,33.8476919,-117.8880073,7.0,112.0,LOS ANGELES,
2774,26.7089464,-81.7223379,7.0,80.0,FT. MYERS-NAPLES,
14305,36.60450788,-119.4403592,7.0,37.0,FRESNO-VISALIA,
11293,33.86120386,-118.1430942,7.0,1474.0,LOS ANGELES,
871,42.5024468,-71.4204726,7.0,40.0,BOSTON (MANCHESTER),
10153,33.40727987,-111.6680301,7.0,55.0,PHOENIX (PRESCOTT),
9605,27.63852582,-80.44630793,7.0,35.0,WEST PALM BEACH-FT. PIERCE,
6860,34.0633226,-118.0898719,7.0,1277.0,LOS ANGELES,
10215,31.67982173,-106.3115186,7.0,67.0,EL PASO (LAS CRUCES),
8559,33.65452893,-112.0302354,7.0,63.0,PHOENIX (PRESCOTT),
7627,34.0976417,-118.3648741,7.0,1242.0,LOS ANGELES,
