STORE_ID,LATITUDE,LONGITUDE,DAYS_OPEN,ITEM_AVAILABILITY,ZONE,BOOKMARKS
15325,26.65164499,-80.14661931,7.0,57.0,WEST PALM BEACH-FT. PIERCE,
9699,26.758405,-80.08585697,7.0,140.0,WEST PALM BEACH-FT. PIERCE,
2777,26.9346776,-80.102252,7.0,137.0,WEST PALM BEACH-FT. PIERCE,
5440,33.8435442,-112.1362217,7.0,88.0,PHOENIX (PRESCOTT),
4435,33.9024755,-118.3608959,7.0,303.0,LOS ANGELES,
7012,36.3288744,-119.6545659,7.0,125.0,FRESNO-VISALIA,
6979,34.2505061,-118.4667103,7.0,198.0,LOS ANGELES,
7781,31.8693413,-106.4279807,7.0,47.0,EL PASO (LAS CRUCES),
15264,42.35258447,-71.06234039,7.0,29513.0,BOSTON (MANCHESTER),
830,42.4549493,-71.3568461,7.0,20.0,BOSTON (MANCHESTER),
13077,36.772173,-119.861843,7.0,144.0,FRESNO-VISALIA,
11826,34.06390165,-118.0199276,7.0,103.0,LOS ANGELES,
6745,33.9427521,-117.9939052,7.0,54.0,LOS ANGELES,
13293,37.82718634,-121.2861774,7.0,33.0,SACRAMNTO-STKTON-MODESTO,
6409,33.6545097,-117.7781541,7.0,37.0,LOS ANGELES,
8752,33.61101643,-112.219391,7.0,58.0,PHOENIX (PRESCOTT),
14002,42.63526516,-71.35528718,7.0,104.0,BOSTON (MANCHESTER),
15240,37.99040244,-121.3131159,7.0,88.0,SACRAMNTO-STKTON-MODESTO,
13259,26.84166697,-80.13522541,7.0,136.0,WEST PALM BEACH-FT. PIERCE,
11793,34.46011377,-118.51113,7.0,40.0,LOS ANGELES,
6438,42.4404048,-71.0313442,7.0,228.0,BOSTON (MANCHESTER),
10450,38.70671269,-121.2725027,7.0,114.0,SACRAMNTO-STKTON-MODESTO,
13703,29.65444165,-82.49317595,7.0,88.0,GAINESVILLE,
437,42.5828393,-71.7730762,7.0,93.0,BOSTON (MANCHESTER),
13719,32.89948755,-80.01084941,7.0,58.0,"CHARLESTON, SC",
6382,33.7957701,-118.1246118,7.0,97.0,LOS ANGELES,
10030,35.19104117,-111.6612843,7.0,84.0,PHOENIX (PRESCOTT),
